country,year,sex,suicides_no,population,suicides/100k pop, gdp_for_year ($) ,gdp_per_capita ($),generation,age_lb,age_ub
Qatar,2008,male,0,63880,0,"115,270,054,945",87961,Generation Z,5,14
,,,,,,,,,,
Qatar,2008,male,0,1691,0,"115,270,054,945",87961,Silent,75,120
,,,,,,,,,,
Qatar,2009,male,2,45092,4.44,"97,798,351,648",64911,Silent,55,74
,,,,,,,,,,
Qatar,2009,male,8,194348,4.12,"97,798,351,648",64911,Millenials,15,24
,,,,,,,,,,
Qatar,2009,male,16,399923,4,"97,798,351,648",64911,Generation X,25,34
,,,,,,,,,,
Qatar,2009,male,15,442932,3.39,"97,798,351,648",64911,Boomers,35,54
,,,,,,,,,,
Qatar,2009,female,2,67911,2.95,"97,798,351,648",64911,Millenials,15,24
,,,,,,,,,,
Qatar,2009,female,1,100429,1,"97,798,351,648",64911,Generation X,25,34
,,,,,,,,,,
Qatar,2009,female,0,104199,0,"97,798,351,648",64911,Boomers,35,54
,,,,,,,,,,
Qatar,2009,female,0,65535,0,"97,798,351,648",64911,Generation Z,5,14
,,,,,,,,,,
Qatar,2009,female,0,14648,0,"97,798,351,648",64911,Silent,55,74
,,,,,,,,,,
Qatar,2009,female,0,1681,0,"97,798,351,648",64911,Silent,75,120
,,,,,,,,,,
Qatar,2009,male,0,68172,0,"97,798,351,648",64911,Generation Z,5,14
,,,,,,,,,,
Qatar,2009,male,0,1779,0,"97,798,351,648",64911,Silent,75,120
,,,,,,,,,,
Qatar,2010,male,20,466496,4.29,"125,122,306,346",74055,Generation X,25,34
,,,,,,,,,,
Qatar,2010,male,8,189517,4.22,"125,122,306,346",74055,Millenials,15,24
,,,,,,,,,,
Qatar,2010,male,18,523563,3.44,"125,122,306,346",74055,Generation X,35,54
,,,,,,,,,,
Qatar,2010,female,1,113923,0.88,"125,122,306,346",74055,Generation X,25,34
,,,,,,,,,,
Qatar,2010,female,0,67779,0,"125,122,306,346",74055,Millenials,15,24
,,,,,,,,,,
Qatar,2010,female,0,115895,0,"125,122,306,346",74055,Generation X,35,54
,,,,,,,,,,
Qatar,2010,female,0,70137,0,"125,122,306,346",74055,Generation Z,5,14
,,,,,,,,,,
Qatar,2010,female,0,16476,0,"125,122,306,346",74055,Silent,55,74
,,,,,,,,,,
Qatar,2010,female,0,1858,0,"125,122,306,346",74055,Silent,75,120
,,,,,,,,,,
Qatar,2010,male,0,72634,0,"125,122,306,346",74055,Generation Z,5,14
,,,,,,,,,,
Qatar,2010,male,0,49265,0,"125,122,306,346",74055,Silent,55,74
,,,,,,,,,,
Qatar,2010,male,0,2049,0,"125,122,306,346",74055,Silent,75,120
,,,,,,,,,,
Qatar,2011,male,9,232554,3.87,"167,775,274,725",90490,Millenials,15,24
,,,,,,,,,,
Qatar,2011,male,2,56963,3.51,"167,775,274,725",90490,Boomers,55,74
,,,,,,,,,,
Qatar,2011,male,19,558761,3.4,"167,775,274,725",90490,Generation X,35,54
,,,,,,,,,,
Qatar,2011,male,15,499529,3,"167,775,274,725",90490,Millenials,25,34
,,,,,,,,,,
Qatar,2011,female,2,75069,2.66,"167,775,274,725",90490,Millenials,15,24
,,,,,,,,,,
Qatar,2011,female,2,124729,1.6,"167,775,274,725",90490,Generation X,35,54
,,,,,,,,,,
Qatar,2011,female,1,122957,0.81,"167,775,274,725",90490,Millenials,25,34
,,,,,,,,,,
Qatar,2011,female,0,76170,0,"167,775,274,725",90490,Generation Z,5,14
,,,,,,,,,,
Qatar,2011,female,0,18211,0,"167,775,274,725",90490,Boomers,55,74
,,,,,,,,,,
Qatar,2011,female,0,2064,0,"167,775,274,725",90490,Silent,75,120
,,,,,,,,,,
Qatar,2011,male,0,84348,0,"167,775,274,725",90490,Generation Z,5,14
,,,,,,,,,,
Qatar,2011,male,0,2726,0,"167,775,274,725",90490,Silent,75,120
,,,,,,,,,,
Qatar,2012,male,16,537337,2.98,"186,833,516,484",93270,Millenials,25,34
,,,,,,,,,,
Qatar,2012,female,4,134674,2.97,"186,833,516,484",93270,Generation X,35,54
,,,,,,,,,,
Qatar,2012,male,7,266285,2.63,"186,833,516,484",93270,Millenials,15,24
,,,,,,,,,,
Qatar,2012,male,14,586307,2.39,"186,833,516,484",93270,Generation X,35,54
,,,,,,,,,,
Qatar,2012,male,1,64600,1.55,"186,833,516,484",93270,Boomers,55,74
,,,,,,,,,,
Qatar,2012,female,1,133051,0.75,"186,833,516,484",93270,Millenials,25,34
,,,,,,,,,,
Qatar,2012,female,0,80919,0,"186,833,516,484",93270,Millenials,15,24
,,,,,,,,,,
Qatar,2012,female,0,82707,0,"186,833,516,484",93270,Generation Z,5,14
,,,,,,,,,,
Qatar,2012,female,0,19868,0,"186,833,516,484",93270,Boomers,55,74
,,,,,,,,,,
Qatar,2012,female,0,2314,0,"186,833,516,484",93270,Silent,75,120
,,,,,,,,,,
Qatar,2012,male,0,91507,0,"186,833,516,484",93270,Generation Z,5,14
,,,,,,,,,,
Qatar,2012,male,0,3580,0,"186,833,516,484",93270,Silent,75,120
,,,,,,,,,,
Qatar,2013,male,8,284327,2.81,"198,727,747,253",93066,Millenials,15,24
,,,,,,,,,,
Qatar,2013,male,15,580440,2.58,"198,727,747,253",93066,Millenials,25,34
,,,,,,,,,,
Qatar,2013,male,13,608776,2.14,"198,727,747,253",93066,Generation X,35,54
,,,,,,,,,,
Qatar,2013,female,1,143703,0.7,"198,727,747,253",93066,Millenials,25,34
,,,,,,,,,,
Qatar,2013,female,0,84449,0,"198,727,747,253",93066,Millenials,15,24
,,,,,,,,,,
Qatar,2013,female,0,145530,0,"198,727,747,253",93066,Generation X,35,54
,,,,,,,,,,
Qatar,2013,female,0,89888,0,"198,727,747,253",93066,Generation Z,5,14
,,,,,,,,,,
Qatar,2013,female,0,21311,0,"198,727,747,253",93066,Boomers,55,74
,,,,,,,,,,
Qatar,2013,female,0,2575,0,"198,727,747,253",93066,Silent,75,120
,,,,,,,,,,
Qatar,2013,male,0,97682,0,"198,727,747,253",93066,Generation Z,5,14
,,,,,,,,,,
Qatar,2013,male,0,72220,0,"198,727,747,253",93066,Boomers,55,74
,,,,,,,,,,
Qatar,2013,male,0,4448,0,"198,727,747,253",93066,Silent,75,120
,,,,,,,,,,
Qatar,2014,female,1,22469,4.45,"206,224,725,275",91587,Boomers,55,74
,,,,,,,,,,
Qatar,2014,male,12,286756,4.18,"206,224,725,275",91587,Millenials,15,24
,,,,,,,,,,
Qatar,2014,male,23,629627,3.65,"206,224,725,275",91587,Generation X,35,54
,,,,,,,,,,
Qatar,2014,male,2,80029,2.5,"206,224,725,275",91587,Boomers,55,74
,,,,,,,,,,
Qatar,2014,male,15,626535,2.39,"206,224,725,275",91587,Millenials,25,34
,,,,,,,,,,
Qatar,2014,female,1,85593,1.17,"206,224,725,275",91587,Millenials,15,24
,,,,,,,,,,
Qatar,2014,female,1,153842,0.65,"206,224,725,275",91587,Millenials,25,34
,,,,,,,,,,
Qatar,2014,female,0,157182,0,"206,224,725,275",91587,Generation X,35,54
,,,,,,,,,,
Qatar,2014,female,0,97388,0,"206,224,725,275",91587,Generation Z,5,14
,,,,,,,,,,
Qatar,2014,female,0,2802,0,"206,224,725,275",91587,Silent,75,120
,,,,,,,,,,
Qatar,2014,male,0,104323,0,"206,224,725,275",91587,Generation Z,5,14
,,,,,,,,,,
Qatar,2014,male,0,5136,0,"206,224,725,275",91587,Silent,75,120
,,,,,,,,,,
Qatar,2015,male,13,277494,4.68,"164,641,483,516",69937,Millenials,15,24
,,,,,,,,,,
Qatar,2015,male,23,651297,3.53,"164,641,483,516",69937,Generation X,35,54
,,,,,,,,,,
Qatar,2015,male,20,672458,2.97,"164,641,483,516",69937,Millenials,25,34
,,,,,,,,,,
Qatar,2015,female,5,169638,2.95,"164,641,483,516",69937,Generation X,35,54
,,,,,,,,,,
Qatar,2015,female,2,85120,2.35,"164,641,483,516",69937,Millenials,15,24
,,,,,,,,,,
Qatar,2015,female,2,162310,1.23,"164,641,483,516",69937,Millenials,25,34
,,,,,,,,,,
Qatar,2015,male,1,88140,1.13,"164,641,483,516",69937,Boomers,55,74
,,,,,,,,,,
Qatar,2015,female,0,104727,0,"164,641,483,516",69937,Generation Z,5,14
,,,,,,,,,,
Qatar,2015,female,0,23389,0,"164,641,483,516",69937,Boomers,55,74
,,,,,,,,,,
Qatar,2015,female,0,2996,0,"164,641,483,516",69937,Silent,75,120
,,,,,,,,,,
Qatar,2015,male,0,110987,0,"164,641,483,516",69937,Generation Z,5,14
,,,,,,,,,,
Qatar,2015,male,0,5591,0,"164,641,483,516",69937,Silent,75,120
,,,,,,,,,,
Qatar,2016,male,13,293525,4.43,"152,451,923,077",62484,Millenials,15,24
,,,,,,,,,,
Qatar,2016,male,27,675747,4,"152,451,923,077",62484,Generation X,35,54
,,,,,,,,,,
Qatar,2016,male,21,676108,3.11,"152,451,923,077",62484,Millenials,25,34
,,,,,,,,,,
Qatar,2016,male,2,99266,2.01,"152,451,923,077",62484,Boomers,55,74
,,,,,,,,,,
Qatar,2016,female,3,179374,1.67,"152,451,923,077",62484,Generation X,35,54
,,,,,,,,,,
Qatar,2016,female,2,164901,1.21,"152,451,923,077",62484,Millenials,25,34
,,,,,,,,,,
Qatar,2016,female,0,88675,0,"152,451,923,077",62484,Millenials,15,24
,,,,,,,,,,
Qatar,2016,female,0,26182,0,"152,451,923,077",62484,Boomers,55,74
,,,,,,,,,,
Qatar,2016,female,0,3250,0,"152,451,923,077",62484,Silent,75,120
,,,,,,,,,,
Qatar,2016,male,0,6093,0,"152,451,923,077",62484,Silent,75,120
,,,,,,,,,,
Israel,1985,male,24,66600,36.04,"27,493,591,484",7325,G.I. Generation,75,120
,,,,,,,,,,
Israel,1985,male,48,249100,19.27,"27,493,591,484",7325,G.I. Generation,55,74
,,,,,,,,,,
Israel,1985,female,10,75500,13.25,"27,493,591,484",7325,G.I. Generation,75,120
,,,,,,,,,,
Israel,1985,male,41,396400,10.34,"27,493,591,484",7325,Silent,35,54
,,,,,,,,,,
Israel,1985,female,28,290900,9.63,"27,493,591,484",7325,G.I. Generation,55,74
,,,,,,,,,,
Israel,1985,male,27,324000,8.33,"27,493,591,484",7325,Boomers,25,34
,,,,,,,,,,
Israel,1985,male,19,368300,5.16,"27,493,591,484",7325,Generation X,15,24
,,,,,,,,,,
Israel,1985,female,19,412800,4.6,"27,493,591,484",7325,Silent,35,54
,,,,,,,,,,
Israel,1985,female,11,324700,3.39,"27,493,591,484",7325,Boomers,25,34
,,,,,,,,,,
Israel,1985,female,7,346200,2.02,"27,493,591,484",7325,Generation X,15,24
,,,,,,,,,,
Israel,1985,female,0,437800,0,"27,493,591,484",7325,Generation X,5,14
,,,,,,,,,,
Israel,1985,male,0,461200,0,"27,493,591,484",7325,Generation X,5,14
,,,,,,,,,,
Israel,1986,male,28,70300,39.83,"34,083,532,195",8938,G.I. Generation,75,120
,,,,,,,,,,
Israel,1986,male,56,248200,22.56,"34,083,532,195",8938,G.I. Generation,55,74
,,,,,,,,,,
Israel,1986,female,14,79800,17.54,"34,083,532,195",8938,G.I. Generation,75,120
,,,,,,,,,,
Israel,1986,male,47,411300,11.43,"34,083,532,195",8938,Silent,35,54
,,,,,,,,,,
Israel,1986,female,32,291700,10.97,"34,083,532,195",8938,G.I. Generation,55,74
,,,,,,,,,,
Israel,1986,male,25,323600,7.73,"34,083,532,195",8938,Boomers,25,34
,,,,,,,,,,
Israel,1986,male,25,376700,6.64,"34,083,532,195",8938,Generation X,15,24
,,,,,,,,,,
Israel,1986,female,22,426900,5.15,"34,083,532,195",8938,Silent,35,54
,,,,,,,,,,
Israel,1986,female,16,354800,4.51,"34,083,532,195",8938,Generation X,15,24
,,,,,,,,,,
Israel,1986,female,12,324100,3.7,"34,083,532,195",8938,Boomers,25,34
,,,,,,,,,,
Israel,1986,male,1,464900,0.22,"34,083,532,195",8938,Generation X,5,14
,,,,,,,,,,
Israel,1986,female,0,441200,0,"34,083,532,195",8938,Generation X,5,14
,,,,,,,,,,
Israel,1987,male,32,73000,43.84,"40,946,424,370",10558,G.I. Generation,75,120
,,,,,,,,,,
Israel,1987,male,57,248000,22.98,"40,946,424,370",10558,G.I. Generation,55,74
,,,,,,,,,,
Israel,1987,female,18,83500,21.56,"40,946,424,370",10558,G.I. Generation,75,120
,,,,,,,,,,
Israel,1987,male,45,427100,10.54,"40,946,424,370",10558,Silent,35,54
,,,,,,,,,,
Israel,1987,male,33,323100,10.21,"40,946,424,370",10558,Boomers,25,34
,,,,,,,,,,
Israel,1987,female,24,293000,8.19,"40,946,424,370",10558,G.I. Generation,55,74
,,,,,,,,,,
Israel,1987,male,26,386400,6.73,"40,946,424,370",10558,Generation X,15,24
,,,,,,,,,,
Israel,1987,female,13,323100,4.02,"40,946,424,370",10558,Boomers,25,34
,,,,,,,,,,
Israel,1987,female,16,441800,3.62,"40,946,424,370",10558,Silent,35,54
,,,,,,,,,,
Israel,1987,female,7,364500,1.92,"40,946,424,370",10558,Generation X,15,24
,,,,,,,,,,
Israel,1987,female,0,445200,0,"40,946,424,370",10558,Generation X,5,14
,,,,,,,,,,
Israel,1987,male,0,469400,0,"40,946,424,370",10558,Generation X,5,14
,,,,,,,,,,
Israel,1988,male,23,75200,30.59,"50,078,767,903",12687,G.I. Generation,75,120
,,,,,,,,,,
Israel,1988,male,51,248700,20.51,"50,078,767,903",12687,G.I. Generation,55,74
,,,,,,,,,,
Israel,1988,female,14,88100,15.89,"50,078,767,903",12687,G.I. Generation,75,120
,,,,,,,,,,
Israel,1988,male,62,442600,14.01,"50,078,767,903",12687,Silent,35,54
,,,,,,,,,,
Israel,1988,male,41,323900,12.66,"50,078,767,903",12687,Boomers,25,34
,,,,,,,,,,
Israel,1988,female,30,293400,10.22,"50,078,767,903",12687,G.I. Generation,55,74
,,,,,,,,,,
Israel,1988,male,36,395700,9.1,"50,078,767,903",12687,Generation X,15,24
,,,,,,,,,,
Israel,1988,female,29,456800,6.35,"50,078,767,903",12687,Silent,35,54
,,,,,,,,,,
Israel,1988,female,8,322600,2.48,"50,078,767,903",12687,Boomers,25,34
,,,,,,,,,,
Israel,1988,female,8,374200,2.14,"50,078,767,903",12687,Generation X,15,24
,,,,,,,,,,
Israel,1988,male,1,475400,0.21,"50,078,767,903",12687,Generation X,5,14
,,,,,,,,,,
Israel,1988,female,0,450700,0,"50,078,767,903",12687,Generation X,5,14
,,,,,,,,,,
Israel,1989,male,45,77500,58.06,"49,881,433,991",12405,G.I. Generation,75,120
,,,,,,,,,,
Israel,1989,male,71,249800,28.42,"49,881,433,991",12405,G.I. Generation,55,74
,,,,,,,,,,
Israel,1989,female,25,92500,27.03,"49,881,433,991",12405,G.I. Generation,75,120
,,,,,,,,,,
Israel,1989,male,62,458000,13.54,"49,881,433,991",12405,Silent,35,54
,,,,,,,,,,
Israel,1989,male,43,326800,13.16,"49,881,433,991",12405,Boomers,25,34
,,,,,,,,,,
Israel,1989,female,33,293900,11.23,"49,881,433,991",12405,G.I. Generation,55,74
,,,,,,,,,,
Israel,1989,male,25,405300,6.17,"49,881,433,991",12405,Generation X,15,24
,,,,,,,,,,
Israel,1989,female,17,324000,5.25,"49,881,433,991",12405,Boomers,25,34
,,,,,,,,,,
Israel,1989,female,14,384600,3.64,"49,881,433,991",12405,Generation X,15,24
,,,,,,,,,,
Israel,1989,female,15,472000,3.18,"49,881,433,991",12405,Silent,35,54
,,,,,,,,,,
Israel,1989,male,2,481100,0.42,"49,881,433,991",12405,Generation X,5,14
,,,,,,,,,,
Israel,1989,female,1,455600,0.22,"49,881,433,991",12405,Generation X,5,14
,,,,,,,,,,
Israel,1990,male,29,80000,36.25,"58,986,997,917",14193,G.I. Generation,75,120
,,,,,,,,,,
Israel,1990,male,52,256800,20.25,"58,986,997,917",14193,G.I. Generation,55,74
,,,,,,,,,,
Israel,1990,male,48,336200,14.28,"58,986,997,917",14193,Boomers,25,34
,,,,,,,,,,
Israel,1990,male,61,481600,12.67,"58,986,997,917",14193,Silent,35,54
,,,,,,,,,,
Israel,1990,female,12,98300,12.21,"58,986,997,917",14193,G.I. Generation,75,120
,,,,,,,,,,
Israel,1990,female,23,303300,7.58,"58,986,997,917",14193,G.I. Generation,55,74
,,,,,,,,,,
Israel,1990,male,28,418200,6.7,"58,986,997,917",14193,Generation X,15,24
,,,,,,,,,,
Israel,1990,female,22,495800,4.44,"58,986,997,917",14193,Silent,35,54
,,,,,,,,,,
Israel,1990,female,14,332700,4.21,"58,986,997,917",14193,Boomers,25,34
,,,,,,,,,,
Israel,1990,female,13,399100,3.26,"58,986,997,917",14193,Generation X,15,24
,,,,,,,,,,
Israel,1990,male,2,490200,0.41,"58,986,997,917",14193,Generation X,5,14
,,,,,,,,,,
Israel,1990,female,0,463900,0,"58,986,997,917",14193,Generation X,5,14
,,,,,,,,,,
Israel,1991,male,35,83600,41.87,"67,530,220,219",15267,G.I. Generation,75,120
,,,,,,,,,,
Israel,1991,male,60,275600,21.77,"67,530,220,219",15267,Silent,55,74
,,,,,,,,,,
Israel,1991,female,20,105900,18.89,"67,530,220,219",15267,G.I. Generation,75,120
,,,,,,,,,,
Israel,1991,male,74,521300,14.2,"67,530,220,219",15267,Boomers,35,54
,,,,,,,,,,
Israel,1991,male,41,355600,11.53,"67,530,220,219",15267,Boomers,25,34
,,,,,,,,,,
Israel,1991,male,49,443300,11.05,"67,530,220,219",15267,Generation X,15,24
,,,,,,,,,,
Israel,1991,female,32,328400,9.74,"67,530,220,219",15267,Silent,55,74
,,,,,,,,,,
Israel,1991,female,27,538000,5.02,"67,530,220,219",15267,Boomers,35,54
,,,,,,,,,,
Israel,1991,female,9,351700,2.56,"67,530,220,219",15267,Boomers,25,34
,,,,,,,,,,
Israel,1991,female,9,425100,2.12,"67,530,220,219",15267,Generation X,15,24
,,,,,,,,,,
Israel,1991,male,3,511100,0.59,"67,530,220,219",15267,Millenials,5,14
,,,,,,,,,,
Israel,1991,female,0,483600,0,"67,530,220,219",15267,Millenials,5,14
,,,,,,,,,,
Israel,1992,male,27,84400,31.99,"75,575,902,932",16469,G.I. Generation,75,120
,,,,,,,,,,
Israel,1992,male,77,288500,26.69,"75,575,902,932",16469,Silent,55,74
,,,,,,,,,,
Israel,1992,male,74,546900,13.53,"75,575,902,932",16469,Boomers,35,54
,,,,,,,,,,
Israel,1992,female,14,109700,12.76,"75,575,902,932",16469,G.I. Generation,75,120
,,,,,,,,,,
Israel,1992,male,54,462200,11.68,"75,575,902,932",16469,Generation X,15,24
,,,,,,,,,,
Israel,1992,male,42,365400,11.49,"75,575,902,932",16469,Boomers,25,34
,,,,,,,,,,
Israel,1992,female,36,345800,10.41,"75,575,902,932",16469,Silent,55,74
,,,,,,,,,,
Israel,1992,female,17,361000,4.71,"75,575,902,932",16469,Boomers,25,34
,,,,,,,,,,
Israel,1992,female,24,565600,4.24,"75,575,902,932",16469,Boomers,35,54
,,,,,,,,,,
Israel,1992,female,11,443600,2.48,"75,575,902,932",16469,Generation X,15,24
,,,,,,,,,,
Israel,1992,male,4,521600,0.77,"75,575,902,932",16469,Millenials,5,14
,,,,,,,,,,
Israel,1992,female,1,494200,0.2,"75,575,902,932",16469,Millenials,5,14
,,,,,,,,,,
Israel,1993,male,38,84700,44.86,"75,954,641,355",16102,G.I. Generation,75,120
,,,,,,,,,,
Israel,1993,male,64,298600,21.43,"75,954,641,355",16102,Silent,55,74
,,,,,,,,,,
Israel,1993,female,18,112500,16,"75,954,641,355",16102,G.I. Generation,75,120
,,,,,,,,,,
Israel,1993,male,47,372900,12.6,"75,954,641,355",16102,Boomers,25,34
,,,,,,,,,,
Israel,1993,male,69,566800,12.17,"75,954,641,355",16102,Boomers,35,54
,,,,,,,,,,
Israel,1993,male,54,476800,11.33,"75,954,641,355",16102,Generation X,15,24
,,,,,,,,,,
Israel,1993,female,31,358900,8.64,"75,954,641,355",16102,Silent,55,74
,,,,,,,,,,
Israel,1993,female,29,586700,4.94,"75,954,641,355",16102,Boomers,35,54
,,,,,,,,,,
Israel,1993,female,13,368000,3.53,"75,954,641,355",16102,Boomers,25,34
,,,,,,,,,,
Israel,1993,female,7,457700,1.53,"75,954,641,355",16102,Generation X,15,24
,,,,,,,,,,
Israel,1993,female,1,503000,0.2,"75,954,641,355",16102,Millenials,5,14
,,,,,,,,,,
Israel,1993,male,0,530400,0,"75,954,641,355",16102,Millenials,5,14
,,,,,,,,,,
Israel,1994,male,39,86000,45.35,"86,307,135,997",17814,G.I. Generation,75,120
,,,,,,,,,,
Israel,1994,female,29,116500,24.89,"86,307,135,997",17814,G.I. Generation,75,120
,,,,,,,,,,
Israel,1994,male,56,307700,18.2,"86,307,135,997",17814,Silent,55,74
,,,,,,,,,,
Israel,1994,male,97,586200,16.55,"86,307,135,997",17814,Boomers,35,54
,,,,,,,,,,
Israel,1994,male,52,382000,13.61,"86,307,135,997",17814,Boomers,25,34
,,,,,,,,,,
Israel,1994,male,57,489500,11.64,"86,307,135,997",17814,Generation X,15,24
,,,,,,,,,,
Israel,1994,female,32,370200,8.64,"86,307,135,997",17814,Silent,55,74
,,,,,,,,,,
Israel,1994,female,16,376500,4.25,"86,307,135,997",17814,Boomers,25,34
,,,,,,,,,,
Israel,1994,female,25,608200,4.11,"86,307,135,997",17814,Boomers,35,54
,,,,,,,,,,
Israel,1994,female,8,469900,1.7,"86,307,135,997",17814,Generation X,15,24
,,,,,,,,,,
Israel,1994,male,3,540100,0.56,"86,307,135,997",17814,Millenials,5,14
,,,,,,,,,,
Israel,1994,female,2,512100,0.39,"86,307,135,997",17814,Millenials,5,14
,,,,,,,,,,
Israel,1995,male,33,88800,37.16,"100,343,219,507",20159,G.I. Generation,75,120
,,,,,,,,,,
Israel,1995,female,27,121800,22.17,"100,343,219,507",20159,G.I. Generation,75,120
,,,,,,,,,,
Israel,1995,male,63,314800,20.01,"100,343,219,507",20159,Silent,55,74
,,,,,,,,,,
Israel,1995,male,72,607200,11.86,"100,343,219,507",20159,Boomers,35,54
,,,,,,,,,,
Israel,1995,male,49,501600,9.77,"100,343,219,507",20159,Generation X,15,24
,,,,,,,,,,
Israel,1995,male,38,393300,9.66,"100,343,219,507",20159,Generation X,25,34
,,,,,,,,,,
Israel,1995,female,28,379500,7.38,"100,343,219,507",20159,Silent,55,74
,,,,,,,,,,
Israel,1995,female,20,481200,4.16,"100,343,219,507",20159,Generation X,15,24
,,,,,,,,,,
Israel,1995,female,22,631000,3.49,"100,343,219,507",20159,Boomers,35,54
,,,,,,,,,,
Israel,1995,female,4,387100,1.03,"100,343,219,507",20159,Generation X,25,34
,,,,,,,,,,
Israel,1995,male,3,549800,0.55,"100,343,219,507",20159,Millenials,5,14
,,,,,,,,,,
Israel,1995,female,1,521600,0.19,"100,343,219,507",20159,Millenials,5,14
,,,,,,,,,,
Israel,1996,male,39,96200,40.54,"109,957,321,960",21545,G.I. Generation,75,120
,,,,,,,,,,
Israel,1996,male,50,325900,15.34,"109,957,321,960",21545,Silent,55,74
,,,,,,,,,,
Israel,1996,female,20,130600,15.31,"109,957,321,960",21545,G.I. Generation,75,120
,,,,,,,,,,
Israel,1996,male,38,390300,9.74,"109,957,321,960",21545,Generation X,25,34
,,,,,,,,,,
Israel,1996,male,57,625600,9.11,"109,957,321,960",21545,Boomers,35,54
,,,,,,,,,,
Israel,1996,male,44,512900,8.58,"109,957,321,960",21545,Generation X,15,24
,,,,,,,,,,
Israel,1996,female,16,395400,4.05,"109,957,321,960",21545,Silent,55,74
,,,,,,,,,,
Israel,1996,female,21,659200,3.19,"109,957,321,960",21545,Boomers,35,54
,,,,,,,,,,
Israel,1996,female,9,394500,2.28,"109,957,321,960",21545,Generation X,25,34
,,,,,,,,,,
Israel,1996,female,9,490500,1.83,"109,957,321,960",21545,Generation X,15,24
,,,,,,,,,,
Israel,1996,male,3,555300,0.54,"109,957,321,960",21545,Millenials,5,14
,,,,,,,,,,
Israel,1996,female,0,527300,0,"109,957,321,960",21545,Millenials,5,14
,,,,,,,,,,
Israel,1997,male,44,99900,44.04,"114,724,862,034",21921,G.I. Generation,75,120
,,,,,,,,,,
Israel,1997,male,55,330000,16.67,"114,724,862,034",21921,Silent,55,74
,,,,,,,,,,
Israel,1997,female,21,136500,15.38,"114,724,862,034",21921,G.I. Generation,75,120
,,,,,,,,,,
Israel,1997,male,83,647100,12.83,"114,724,862,034",21921,Boomers,35,54
,,,,,,,,,,
Israel,1997,male,66,523600,12.61,"114,724,862,034",21921,Generation X,15,24
,,,,,,,,,,
Israel,1997,male,51,405400,12.58,"114,724,862,034",21921,Generation X,25,34
,,,,,,,,,,
Israel,1997,female,20,400900,4.99,"114,724,862,034",21921,Silent,55,74
,,,,,,,,,,
Israel,1997,female,13,407500,3.19,"114,724,862,034",21921,Generation X,25,34
,,,,,,,,,,
Israel,1997,female,16,682500,2.34,"114,724,862,034",21921,Boomers,35,54
,,,,,,,,,,
Israel,1997,female,8,500700,1.6,"114,724,862,034",21921,Generation X,15,24
,,,,,,,,,,
Israel,1997,male,2,563800,0.35,"114,724,862,034",21921,Millenials,5,14
,,,,,,,,,,
Israel,1997,female,0,535600,0,"114,724,862,034",21921,Millenials,5,14
,,,,,,,,,,
Israel,1998,male,33,103400,31.91,"115,979,230,547",21637,G.I. Generation,75,120
,,,,,,,,,,
Israel,1998,male,55,333300,16.5,"115,979,230,547",21637,Silent,55,74
,,,,,,,,,,
Israel,1998,female,15,143800,10.43,"115,979,230,547",21637,G.I. Generation,75,120
,,,,,,,,,,
Israel,1998,male,42,421100,9.97,"115,979,230,547",21637,Generation X,25,34
,,,,,,,,,,
Israel,1998,male,52,534300,9.73,"115,979,230,547",21637,Generation X,15,24
,,,,,,,,,,
Israel,1998,male,55,668200,8.23,"115,979,230,547",21637,Boomers,35,54
,,,,,,,,,,
Israel,1998,female,21,403400,5.21,"115,979,230,547",21637,Silent,55,74
,,,,,,,,,,
Israel,1998,female,19,705600,2.69,"115,979,230,547",21637,Boomers,35,54
,,,,,,,,,,
Israel,1998,female,13,511000,2.54,"115,979,230,547",21637,Generation X,15,24
,,,,,,,,,,
Israel,1998,female,10,421100,2.37,"115,979,230,547",21637,Generation X,25,34
,,,,,,,,,,
Israel,1998,male,2,571700,0.35,"115,979,230,547",21637,Millenials,5,14
,,,,,,,,,,
Israel,1998,female,1,543300,0.18,"115,979,230,547",21637,Millenials,5,14
,,,,,,,,,,
Israel,1999,male,31,106865,29.01,"117,189,920,212",21319,G.I. Generation,75,120
,,,,,,,,,,
Israel,1999,male,105,689686,15.22,"117,189,920,212",21319,Boomers,35,54
,,,,,,,,,,
Israel,1999,male,43,338915,12.69,"117,189,920,212",21319,Silent,55,74
,,,,,,,,,,
Israel,1999,male,62,544300,11.39,"117,189,920,212",21319,Generation X,15,24
,,,,,,,,,,
Israel,1999,male,50,439100,11.39,"117,189,920,212",21319,Generation X,25,34
,,,,,,,,,,
Israel,1999,female,16,151632,10.55,"117,189,920,212",21319,G.I. Generation,75,120
,,,,,,,,,,
Israel,1999,female,21,406997,5.16,"117,189,920,212",21319,Silent,55,74
,,,,,,,,,,
Israel,1999,female,12,437200,2.74,"117,189,920,212",21319,Generation X,25,34
,,,,,,,,,,
Israel,1999,female,15,728952,2.06,"117,189,920,212",21319,Boomers,35,54
,,,,,,,,,,
Israel,1999,female,7,521300,1.34,"117,189,920,212",21319,Generation X,15,24
,,,,,,,,,,
Israel,1999,male,6,580400,1.03,"117,189,920,212",21319,Millenials,5,14
,,,,,,,,,,
Israel,1999,female,0,551700,0,"117,189,920,212",21319,Millenials,5,14
,,,,,,,,,,
Israel,2000,male,39,110539,35.28,"132,339,311,284",23451,G.I. Generation,75,120
,,,,,,,,,,
